id_1,id_2,confidence_score,name_1,name_2,address_1,address_2
7,15925.0,1.0,jazz house supper club llc,jazz house supper club,9331 e adamo dr,9331 e adamo dr
16985,93741.0,1.0,integrity tire & automotive centers,integrity tire & automotive centers,4029 little rd,4029 little rd
88173,7971.0,1.0,cafe coco llc,cafe coco,210 louise ave,210 louise ave
16910,11874.0,1.0,hawthorne bottle shoppe,hawthorne bottle shoppe,2927 central ave,2927 central ave
20324,11874.0,1.0,hawthorne bottle shoppe,hawthorne bottle shoppe,2927 central ave,2927 central ave
16950,53466.0,1.0,heavenly nails inc,heavenly nails,1155 s dale mabry hwy ste 18,1155 s dale mabry hwy ste 18
16563,74113.0,1.0,bay area oriental family practice pa,bay area oriental family practice pa,5905 webb rd,5905 webb rd
89557,71907.0,1.0,mas tacos por favor llc,mas tacos por favor,732 mcferrin ave,732 mcferrin ave
16958,9243.0,1.0,sergios jewelry,sergios jewelry,4569 gunn hwy,4569 gunn hwy
88160,71907.0,1.0,mas tacos por favor llc,mas tacos por favor,732 mcferrin ave,732 mcferrin ave
17034,24578.0,1.0,active chiropractic & rehabilitation inc,active chiropractic & rehabilitation,2329 sunset point rd ste 204,2329 sunset point rd ste 204
19806,92663.0,1.0,hi face studio inc,hi face studio,15004 n dale mabry hwy,15004 n dale mabry hwy
88152,42342.0,1.0,embers ski lodge llc,embers ski lodge,2410 12th ave s,2410 12th ave s
17092,35582.0,1.0,brandon pizzeria llc,brandon pizzeria,140 n parsons ave,140 n parsons ave
17143,86843.0,1.0,golden sails jewelers inc,golden sails jewelers,6950 22nd ave n,6950 22nd ave n
17164,86843.0,1.0,golden sails jewelers inc,golden sails jewelers,6950 22nd ave n,6950 22nd ave n
16582,5481.0,1.0,thai legacy restaurant llc,thai legacy restaurant,120 n parsons ave,120 n parsons ave
16562,74113.0,1.0,bay area oriental family practice pa,bay area oriental family practice pa,5905 webb rd,5905 webb rd
88573,59008.0,1.0,rebar at the dam llc,rebar at the dam,3248 blackwood dr,3248 blackwood dr
16253,60504.0,1.0,deer hunter guns inc,deer hunter guns,2797 gulf to bay blvd,2797 gulf to bay blvd
88211,18797.0,1.0,franklin heating & cooling inc,franklin heating & cooling,320 cummins st,320 cummins st
16733,92663.0,1.0,hi face studio inc,hi face studio,15004 n dale mabry hwy,15004 n dale mabry hwy
16046,23103.0,1.0,ride pro llc,ride pro,12939 n nebraska ave,12939 n nebraska ave
15203,11379.0,1.0,therachoice inc,therachoice,501 66th st n,501 66th st n
88883,50378.0,1.0,hawkins barbershop inc,hawkins barbershop,1101 riverwood dr,1101 riverwood dr
88862,34924.0,1.0,spitfire salon inc,spitfire salon,420 cool springs blvd ste 100,420 cool springs blvd ste 100
88767,54776.0,1.0,eastland cafe,eastland cafe,97 chapel ave,97 chapel ave
15032,60555.0,1.0,atlas auto center inc,atlas auto center,6905 sheldon rd,6905 sheldon rd
89392,3612.0,1.0,tennessee brew works llc,tennessee brew works,809 ewing ave,809 ewing ave
88839,3612.0,1.0,tennessee brew works llc,tennessee brew works,809 ewing ave,809 ewing ave
15130,44576.0,1.0,hey mon caribbean cooking magic llc,hey mon caribbean cooking magic,1213 kingsway rd,1213 kingsway rd
15139,4262.0,1.0,texture salon llc,texture salon,683 alderman rd,683 alderman rd
88825,14220.0,1.0,cook out - gallatin pike inc,cook out - gallatin pike,2910 gallatin pike,2910 gallatin pike
16706,89462.0,1.0,moates florist,moates florist,5034 n nebraska ave,5034 n nebraska ave
88800,1957.0,1.0,valentino's ristorante llc,valentino's ristorante,1808 hayes st,1808 hayes st
15287,57665.0,1.0,international parcel services inc,international parcel services,14350 60th st n,14350 60th st n
16829,90797.0,1.0,pirate fashions llc,pirate fashions,4006 w cayuga st,4006 w cayuga st
15987,63816.0,1.0,spoil me dog spa inc,spoil me dog spa,3411 s dale mabry hwy ste b,3411 s dale mabry hwy ste b
16102,78713.0,1.0,new tampa dance theatre inc,new tampa dance theatre,10701 cross creek blvd,10701 cross creek blvd
16912,8715.0,1.0,riviera restaurant inc,riviera restaurant,14819 n dale mabry hwy,14819 n dale mabry hwy
88284,74811.0,1.0,arbor art tree care inc,arbor art tree care,808 heathcote ave,808 heathcote ave
16611,82354.0,1.0,affordable mowers inc,affordable mowers,3800 58th st n,3800 58th st n
17862,73248.0,1.0,caribbean twist,caribbean twist,3328 w columbus dr,3328 w columbus dr
88528,84476.0,1.0,nashville boat club llc,nashville boat club,3361 bell rd,3361 bell rd
14979,45617.0,1.0,cuban foodies llc,cuban foodies,13855 w hillsborough ave,13855 w hillsborough ave
12442,16345.0,1.0,advanced automotive technology inc,advanced automotive technology,12550 belcher rd s,12550 belcher rd s
13334,63043.0,1.0,world class lighting inc,world class lighting,14350 60th st n,14350 60th st n
12611,46370.0,1.0,cooper chiropractic center inc,cooper chiropractic center,814 chestnut st,814 chestnut st
90017,7839.0,1.0,canvas lounge llc,canvas lounge,1707 church st,1707 church st
89510,7839.0,1.0,canvas lounge llc,canvas lounge,1707 church st,1707 church st
13855,91378.0,1.0,theodore j grellner dds pa,theodore j grellner dds pa,15310 amberly dr ste 195,15310 amberly dr ste 195
89493,85077.0,1.0,batch nashville llc,batch nashville,900 rosa l parks blvd,900 rosa l parks blvd
91025,90702.0,1.0,franklin chop house,franklin chop house,1101 murfreesboro rd,1101 murfreesboro rd
18112,23844.0,1.0,adorable nails & spa llc,adorable nails & spa,2710 alt 19 ste 103,2710 alt 19 ste 103
89490,90702.0,1.0,franklin chop house inc,franklin chop house,1101 murfreesboro rd,1101 murfreesboro rd
89553,34144.0,1.0,los cantaritos mexican grill inc,los cantaritos mexican grill,5207 nolensville pike,5207 nolensville pike
12831,27457.0,1.0,noble rice llc,noble rice,807 w platt st,807 w platt st
89438,94546.0,1.0,plantation pub inc,plantation pub,8321 sawyer brown rd,8321 sawyer brown rd
12896,92447.0,1.0,isabel o'neil bridal collection llc,isabel o'neil bridal collection,1540 s dale mabry hwy ste e,1540 s dale mabry hwy ste e
12930,16063.0,1.0,west palm wines llc,west palm wines,2009 n 22nd st,2009 n 22nd st
12990,31413.0,1.0,caribbean splash car wash inc,caribbean splash car wash,6713 n dale mabry hwy,6713 n dale mabry hwy
15100,31413.0,1.0,caribbean splash car wash inc,caribbean splash car wash,6713 n dale mabry hwy,6713 n dale mabry hwy
13002,55807.0,1.0,pools by jordan llc,pools by jordan,13932 walsingham rd,13932 walsingham rd
90468,38708.0,1.0,villalba italian restaurant llc,villalba italian restaurant,15568 old hickory blvd,15568 old hickory blvd
89549,53774.0,1.0,revv llc,revv,1815 21st ave s,1815 21st ave s
12763,23844.0,1.0,adorable nails & spa llc,adorable nails & spa,2710 alt 19 ste 103,2710 alt 19 ste 103
16051,33746.0,1.0,kay's family restaurant inc,kay's family restaurant,6475 central ave,6475 central ave
88731,77801.0,1.0,vehicles nashville llc,vehicles nashville,1938 elm hill pike,1938 elm hill pike
18749,33746.0,1.0,kay's family restaurant inc,kay's family restaurant,6475 central ave,6475 central ave
16057,12354.0,1.0,clearwater brewing company llc,clearwater brewing company,1700 n fort harrison ave,1700 n fort harrison ave
18089,12354.0,1.0,clearwater brewing company llc,clearwater brewing company,1700 n fort harrison ave,1700 n fort harrison ave
88515,79531.0,1.0,skin pharm llc,skin pharm,2416 21st ave s ste 201,2416 21st ave s ste 201
28238,26622.0,1.0,party planet llc,party planet,913 lithia pinecrest rd,913 lithia pinecrest rd
16256,20822.0,1.0,pilar's pet resort llc,pilar's pet resort,2609 e 7th ave,2609 e 7th ave
17929,75329.0,1.0,wingets corporation,wingets,12317 university mall ct,12317 university mall ct
88458,93156.0,1.0,jvi secret gardens llc,jvi secret gardens,227 donelson pike,227 donelson pike
16323,11201.0,1.0,aaa airwaves inc,aaa airwaves,7410 edgemere rd,7410 edgemere rd
18114,45580.0,1.0,de bine  brewing company llc,de bine brewing company,993 florida ave,993 florida ave
88394,77801.0,1.0,vehicles nashville llc,vehicles nashville,1938 elm hill pike,1938 elm hill pike
89775,11292.0,1.0,actual food nashville llc,actual food nashville,3914 gallatin pike,3914 gallatin pike
88357,11292.0,1.0,actual food nashville llc,actual food nashville,3914 gallatin pike,3914 gallatin pike
88314,12871.0,1.0,flight park llc,flight park,534 donelson pike,534 donelson pike
88313,12871.0,1.0,flight park llc,flight park,534 donelson pike,534 donelson pike
16450,75329.0,1.0,wingets corporation,wingets,12317 university mall ct,12317 university mall ct
90436,66246.0,1.0,never never llc,never never,413 houston st,413 houston st
14613,78713.0,1.0,new tampa dance theatre inc,new tampa dance theatre,10701 cross creek blvd,10701 cross creek blvd
18360,45617.0,1.0,cuban foodies llc,cuban foodies,13855 w hillsborough ave,13855 w hillsborough ave
14946,74008.0,1.0,mermaid tavern llc,mermaid tavern,6719 n nebraska ave,6719 n nebraska ave
418,14644.0,1.0,affordable aluminum construction inc,affordable aluminum construction,1990 starkey rd,1990 starkey rd
8317,35757.0,1.0,speggtacular irr llc,speggtacular irr,12125 indian rocks rd,12125 indian rocks rd
9325,87294.0,1.0,stone-mart llc,stone-mart,6005 anderson rd,6005 anderson rd
9340,67798.0,1.0,rawk star cafe st pete llc,rawk star cafe st pete,740 central ave,740 central ave
9402,44727.0,1.0,shell's feed & garden supply inc,shell's feed & garden supply,9513 n nebraska ave,9513 n nebraska ave
9424,1528.0,1.0,cellphone md llc,cellphone md,1059 w busch blvd,1059 w busch blvd
9425,1528.0,1.0,cellphone md llc,cellphone md,1059 w busch blvd,1059 w busch blvd
9435,59797.0,1.0,willard's tap house inc,willard's tap house,12500 starkey rd,12500 starkey rd
8940,47844.0,1.0,gandy bait & tackle llc,gandy bait & tackle,4923 w gandy blvd,4923 w gandy blvd
8899,66192.0,1.0,physical medicine center inc,physical medicine center,14522 university point pl,14522 university point pl
91128,19497.0,1.0,classic doors inc,classic doors,319 hermitage ave,319 hermitage ave
9275,73632.0,1.0,fitex meals inc,fitex meals,1906 n himes ave,1906 n himes ave
8338,24271.0,1.0,tampa school of real estate inc,tampa school of real estate,18101 highwoods preserve pkwy ste 220,18101 highwoods preserve pkwy ste 220
8384,46051.0,1.0,moonlight automotive inc,moonlight automotive,1172 turner st,1172 turner st
91224,6433.0,1.0,genesis weight and age management inc,genesis weight and age management,2207 crestmoor rd ste 204,2207 crestmoor rd ste 204
91195,68743.0,1.0,chord real estate llc,chord real estate,713 18th ave s,713 18th ave s
8426,58131.0,1.0,tampa dentistry inc,tampa dentistry,1311 w busch blvd,1311 w busch blvd
8647,58131.0,1.0,tampa dentistry llc,tampa dentistry,1311 w busch blvd,1311 w busch blvd
8432,50856.0,1.0,ambry design llc,ambry design,6801 114th ave,6801 114th ave
8433,50856.0,1.0,ambry design llc,ambry design,6801 114th ave,6801 114th ave
90698,33764.0,1.0,nashville glass company inc,nashville glass company,1301 2nd ave n,1301 2nd ave n
90721,38004.0,1.0,2 danes llc,2 danes,73 white bridge rd ste 109,73 white bridge rd ste 109
91478,67724.0,1.0,mpact sports llc,mpact sports,121 seaboard ln ste 1,121 seaboard ln ste 1
8968,56956.0,1.0,bangkok thai restaurant,bangkok thai restaurant,571 central ave,571 central ave
91560,10729.0,1.0,uptown fruit market inc,uptown fruit market,1431 dickerson pike,1431 dickerson pike
91542,8009.0,1.0,nashville airsoft,nashville airsoft,406 davidson st,406 davidson st
93282,80510.0,1.0,dynasty super buffet inc,dynasty super buffet,5433 nolensville pike,5433 nolensville pike
91530,80510.0,1.0,dynasty super buffet inc,dynasty super buffet,5433 nolensville pike,5433 nolensville pike
8263,41674.0,1.0,rent all of tampa inc,rent all of tampa,722 n dale mabry hwy,722 n dale mabry hwy
91227,28522.0,1.0,mcpherson cleaners,mcpherson cleaners,2807 gallatin pike,2807 gallatin pike
9457,8524.0,1.0,tambay tire plaza,tambay tire plaza,7659 w hillsborough ave,7659 w hillsborough ave
90744,84683.0,1.0,dessert designs inc,dessert designs,850 hillwood blvd,850 hillwood blvd
12552,56956.0,1.0,bangkok thai restaurant,bangkok thai restaurant,571 central ave,571 central ave
9714,66192.0,1.0,physical medicine center inc,physical medicine center,14522 university point pl,14522 university point pl
8974,18218.0,1.0,i-care optical inc,i-care optical,5537 sheldon rd ste a,5537 sheldon rd ste a
90942,91944.0,1.0,nashboro car care inc,nashboro car care,2337 murfreesboro pike,2337 murfreesboro pike
90851,91944.0,1.0,nashboro car care inc,nashboro car care,2337 murfreesboro pike,2337 murfreesboro pike
9125,50695.0,1.0,salon inga,salon inga,11722 n dale mabry hwy,11722 n dale mabry hwy
9517,50695.0,1.0,salon inga inc,salon inga,11722 n dale mabry hwy,11722 n dale mabry hwy
9152,80892.0,1.0,bc tampa properties inc,bc tampa properties,2402 w cleveland st,2402 w cleveland st
91308,84683.0,1.0,dessert designs inc,dessert designs,850 hillwood blvd,850 hillwood blvd
9211,77085.0,1.0,gulf coast european automotive llc,gulf coast european automotive,203 s myrtle ave,203 s myrtle ave
91176,85689.0,1.0,tennessee home inspectors llc,tennessee home inspectors,1238 rugby dr,1238 rugby dr
8893,9104.0,1.0,angry chair brewing llc,angry chair brewing,6401 n florida ave,6401 n florida ave
88884,50378.0,1.0,hawkins barbershop inc,hawkins barbershop,1101 riverwood dr,1101 riverwood dr
91712,23907.0,1.0,nashville shakespeare festival,nashville shakespeare festival,161 rains ave,161 rains ave
16551,59989.0,1.0,jenspa llc,jenspa,2200 49th st n,2200 49th st n
15754,30492.0,1.0,brook pressure washing inc,brook pressure washing,612 overhill dr,612 overhill dr
88684,51431.0,1.0,de-luxe cleaning service inc,de-luxe cleaning service,106 redd ct,106 redd ct
88683,51431.0,1.0,de-luxe cleaning service inc,de-luxe cleaning service,106 redd ct,106 redd ct
88660,86225.0,1.0,midsouth construction llc,midsouth construction,1619 elm hill pike,1619 elm hill pike
15850,25948.0,1.0,ordinance one llc,ordinance one,5738 main st,5738 main st
22877,25948.0,1.0,ordinance one llc,ordinance one,5738 main st,5738 main st
15882,91632.0,1.0,solar bear llc,solar bear,6101 johns rd ste 8,6101 johns rd ste 8
88657,23907.0,1.0,nashville shakespeare festival,nashville shakespeare festival,161 rains ave,161 rains ave
15717,65440.0,1.0,acupuncture & herbal therapies inc,acupuncture & herbal therapies,2520 central ave,2520 central ave
15302,3004.0,1.0,one lucky dog  inc,one lucky dog,5320 4th st n,5320 4th st n
88766,57231.0,1.0,dixie motors inc,dixie motors,725 murfreesboro pike,725 murfreesboro pike
88579,11719.0,1.0,berry hill animal hospital,berry hill animal hospital,2211 8th ave s,2211 8th ave s
14993,10181.0,1.0,dayglo med-spa llc,dayglo med-spa,6600 10th ave n,6600 10th ave n
88972,66246.0,1.0,never never llc,never never,413 houston st,413 houston st
88965,70543.0,1.0,taj indian restaurant llc,taj indian restaurant,3943 nolensville pike,3943 nolensville pike
14835,12168.0,1.0,discount tire town,discount tire town,701 w hillsborough ave,701 w hillsborough ave
88889,64525.0,1.0,clovercroft veterinary hospital llc,clovercroft veterinary hospital,4180 clovercroft rd,4180 clovercroft rd
15753,51056.0,1.0,steve jordan exceptional cleaning,steve jordan exceptional cleaning,9425 lakeview dr,9425 lakeview dr
88724,38034.0,1.0,good wood nashville llc,good wood nashville,1307 dickerson pike,1307 dickerson pike
91076,67724.0,1.0,mpact sports llc,mpact sports,121 seaboard ln ste 1,121 seaboard ln ste 1
14252,20781.0,1.0,pro movers express llc,pro movers express,5700 memorial hwy ste 210,5700 memorial hwy ste 210
8557,81304.0,1.0,leaning tower of pizza inc,leaning tower of pizza,5205 grand blvd,5205 grand blvd
92231,48543.0,1.0,garden delights inc,garden delights,2179 hillsboro rd,2179 hillsboro rd
8602,26332.0,1.0,hartley chiropractic center co,hartley chiropractic center,2653 ulmerton rd,2653 ulmerton rd
8714,26275.0,1.0,professional auto body inc,professional auto body,2228 28th st n,2228 28th st n
90976,45476.0,1.0,hip hues llc,hip hues,1201 4th ave s ste 116,1201 4th ave s ste 116
8796,7816.0,1.0,southern transit repair inc,southern transit repair,5008 w linebaugh ave ste 51,5008 w linebaugh ave ste 51
93246,8322.0,1.0,hatwrks llc,hatwrks,1027  8th ave s,1027 8th ave s
90934,8322.0,1.0,hatwrks llc,hatwrks,1027 8th ave s,1027 8th ave s
11951,45580.0,1.0,de bine brewing company llc,de bine brewing company,993 florida ave,993 florida ave
15655,56272.0,1.0,spaulding decon llc,spaulding decon,3615 e 7th ave,3615 e 7th ave
93539,28106.0,1.0,the southern v llc,the southern v,1200 buchanan st,1200 buchanan st
15725,20664.0,1.0,la rusa llc,la rusa,2380 drew st ste 2,2380 drew st ste 2
15309,44059.0,1.0,sweetea cafe llc,sweetea cafe,25704 sierra center blvd,25704 sierra center blvd
15321,64518.0,1.0,alfonso's pizzeria inc,alfonso's pizzeria,14942 n florida ave,14942 n florida ave
16384,64518.0,1.0,alfonso's pizzeria inc,alfonso's pizzeria,14942 n florida ave,14942 n florida ave
88746,21337.0,1.0,mikado japanese steak house,mikado japanese steak house,410 metroplex dr,410 metroplex dr
15630,6295.0,1.0,shiraz oriental rug gallery inc,shiraz oriental rug gallery,3105 w bay to bay blvd,3105 w bay to bay blvd
88763,38034.0,1.0,good wood nashville  llc,good wood nashville,1307 dickerson pike,1307 dickerson pike
12447,44232.0,1.0,ahi asian bistro llc,ahi asian bistro,14841 n dale mabry hwy,14841 n dale mabry hwy
12414,47764.0,1.0,new bamboo express llc,new bamboo express,5322 kelly rd,5322 kelly rd
15135,73378.0,1.0,victory auto mall llc,victory auto mall,10227 causeway blvd,10227 causeway blvd
95564,66528.0,1.0,next ride motors llc,next ride motors,715 murfreesboro pike,715 murfreesboro pike
97073,11092.0,1.0,nashville health pro llc,nashville health pro,631a old hickory blvd,631a old hickory blvd
96115,11092.0,1.0,nashville health pro,nashville health pro,631a old hickory blvd,631a old hickory blvd
1765,92986.0,1.0,frank's body shop inc,frank's body shop,12405 49th st n,12405 49th st n
96069,33592.0,1.0,pro vita llc,pro vita,1329 6th ave n,1329 6th ave n
1769,34658.0,1.0,fuzzie buddies llc,fuzzie buddies,1212 n 34th st,1212 n 34th st
1779,2583.0,1.0,larry miller inc,larry miller,2913 w waters ave,2913 w waters ave
96050,630.0,1.0,donelson pub inc,donelson pub,945 allen rd,945 allen rd
3402,83705.0,1.0,the ozona pig inc,the ozona pig,311 orange st,311 orange st
1431,83798.0,1.0,circle c ranch academy inc,circle c ranch academy,6204 interbay blvd,6204 interbay blvd
96412,9369.0,1.0,gaw properties inc,gaw properties,650 wedgewood ave,650 wedgewood ave
94734,90609.0,1.0,vogue cleaners,vogue cleaners,465 bell rd,465 bell rd
95082,62115.0,1.0,rdr auto works inc,rdr auto works,108 old trinity ln,108 old trinity ln
2704,76877.0,1.0,todd couples superstore inc,todd couples superstore,13417 n nebraska ave,13417 n nebraska ave
94874,15504.0,1.0,city pets animal care llc,city pets animal care,1016 jefferson st,1016 jefferson st
94859,59578.0,1.0,korea house,korea house,6410 charlotte pike ste 108,6410 charlotte pike ste 108
94840,7060.0,1.0,bea rose salon llc,bea rose salon,5020 centennial blvd,5020 centennial blvd
94823,10377.0,1.0,asian taste inc,asian taste,116 royal oaks blvd ste 128,116 royal oaks blvd ste 128
2800,83839.0,1.0,engine no 9 inc,engine no 9,56 dr martin luther king jr st n,56 dr martin luther king jr st n
96224,9369.0,1.0,gaw properties inc,gaw properties,650 wedgewood ave,650 wedgewood ave
96876,34908.0,1.0,meridian street cafe,meridian street cafe,1800 dickerson pike,1800 dickerson pike
97461,90609.0,1.0,vogue cleaners,vogue cleaners,465 bell rd,465 bell rd
1993,51060.0,1.0,playtime learning academy,playtime learning academy,4701 ehrlich rd,4701 ehrlich rd
4920,14501.0,1.0,wild rover brewing company llc,wild rover brewing company,13921 lynmar blvd,13921 lynmar blvd
95673,31123.0,1.0,waggy tails pet center llc,waggy tails pet center,1902 columbia ave,1902 columbia ave
2132,72312.0,1.0,washlava inc,washlava,11819 n armenia ave,11819 n armenia ave
6583,72312.0,1.0,washlava inc,washlava,11819 n armenia ave,11819 n armenia ave
2168,83705.0,1.0,the ozona pig inc,the ozona pig,311 orange st,311 orange st
95952,86294.0,1.0,fanny's house of music inc,fanny's house of music,1101 holly st,1101 holly st
1816,79051.0,1.0,best ny pizza inc,best ny pizza,14741 n dale mabry hwy,14741 n dale mabry hwy
2186,43387.0,1.0,adirondack services llc,adirondack services,2024 seminole blvd,2024 seminole blvd
1453,26717.0,1.0,robert's christmas wonderland inc,robert's christmas wonderland,2951 gulf to bay blvd,2951 gulf to bay blvd
1693,76737.0,1.0,freefall theatre inc,freefall theatre,6099 central ave,6099 central ave
1454,26717.0,1.0,robert's christmas wonderland inc,robert's christmas wonderland,2951 gulf to bay blvd,2951 gulf to bay blvd
96382,85811.0,1.0,lvd bridal llc,lvd bridal,9 s 9th st ste 6,9 s 9th st ste 6
1514,10142.0,1.0,tampa bay aviation,tampa bay aviation,1000 n hercules ave,1000 n hercules ave
1523,10142.0,1.0,tampa bay aviation inc,tampa bay aviation,1000 n hercules ave,1000 n hercules ave
96333,76141.0,1.0,rolled 4 ever ice cream,rolled 4 ever ice cream,1120 4th ave n ste 102,1120 4th ave n ste 102
1664,23266.0,1.0,lolis mexican cravings llc,lolis mexican cravings,8005 benjamin rd,8005 benjamin rd
96238,10478.0,1.0,exhale massage and wellness,exhale massage and wellness,6010 charlotte pike,6010 charlotte pike
1677,32634.0,1.0,split second towing & transport inc,split second towing & transport,7203 e broadway ave,7203 e broadway ave
2801,5942.0,1.0,weatherproof roofing company inc,weatherproof roofing company,1550 s missouri ave,1550 s missouri ave
94714,93860.0,1.0,the wild cow llc,the wild cow,1100 fatherland st ste 104,1100 fatherland st ste 104
89814,44122.0,1.0,lash llc,lash,211 louise ave,211 louise ave
2606,45978.0,1.0,studio cabello inc,studio cabello,245 e davis blvd,245 e davis blvd
2517,12347.0,1.0,salon volo inc,salon volo,5848 54th ave n,5848 54th ave n
2740,17069.0,1.0,auto paint guard inc,auto paint guard,14309 n nebraska ave,14309 n nebraska ave
2543,38640.0,1.0,sake bomb llc,sake bomb,548 central ave,548 central ave
5361,38640.0,1.0,sake bomb llc,sake bomb,548 central ave,548 central ave
95215,77492.0,1.0,royal boba llc,royal boba,265 white bridge pike ste 101,265 white bridge pike ste 101
2596,5253.0,1.0,kenny's air conditioning & heating services inc,kenny's air conditioning & heating services,4418 n cortez ave,4418 n cortez ave
95203,91425.0,1.0,apple & oak llc,apple & oak,717 porter rd,717 porter rd
2605,45978.0,1.0,studio cabello inc,studio cabello,245 e davis blvd,245 e davis blvd
95200,91425.0,1.0,apple & oak llc,apple & oak,717 porter rd,717 porter rd
95334,73289.0,1.0,donelson animal hospital llc,donelson animal hospital,2518 lebanon pike,2518 lebanon pike
2632,17069.0,1.0,auto paint guard inc,auto paint guard,14309 n nebraska ave,14309 n nebraska ave
2536,83798.0,1.0,circle c ranch academy inc,circle c ranch academy,6204 interbay blvd,6204 interbay blvd
96456,59060.0,1.0,elm hill cleaners inc,elm hill cleaners,509 donelson pike,509 donelson pike
3087,71070.0,1.0,green dog wash  llc,green dog wash,533 s howard ave,533 s howard ave
479,39758.0,1.0,tampa steak inc,tampa steak,1720 w columbus dr,1720 w columbus dr
380,45343.0,1.0,hive llc,hive,311 s willow ave,311 s willow ave
391,36403.0,1.0,sabor a mexico inc,sabor a mexico,706 e brandon blvd,706 e brandon blvd
5597,36403.0,1.0,sabor a mexico inc,sabor a mexico,706 e brandon blvd,706 e brandon blvd
2487,38558.0,1.0,golden city gymnastics llc,golden city gymnastics,930 lithia pinecrest rd,930 lithia pinecrest rd
7648,90997.0,1.0,largo family restaurant inc,largo family restaurant,788 n missouri ave,788 missouri ave n
2687,91435.0,1.0,joshua a halpern md pa,joshua a halpern md pa,4214 n habana ave,4214 n habana ave
3065,44436.0,1.0,arnold jewelers inc,arnold jewelers,12293 seminole blvd,12293 seminole blvd
94686,16337.0,1.0,westside wine & spirits llc,westside wine & spirits,188 front st ste 106,188 front st ste 106
2878,47451.0,1.0,tnl nails & spa inc,tnl nails & spa,10500 ulmerton rd,10500 ulmerton rd
3264,80047.0,1.0,dynamic roofing concepts inc,dynamic roofing concepts,416 e windhorst rd,416 e windhorst rd
3004,85535.0,1.0,grassroots kava house llc,grassroots kava house,957 central ave,957 central ave
3011,34634.0,1.0,avid property management inc,avid property management,2906 busch lake blvd,2906 busch lake blvd
94645,93618.0,1.0,hillcrest kennel and grooming,hillcrest kennel and grooming,3541 dickerson pike,3541 dickerson pike
3037,66839.0,1.0,tampa bay grand prix llc,tampa bay grand prix,3404 cragmont dr,3404 cragmont dr
3038,66839.0,1.0,tampa bay grand prix llc,tampa bay grand prix,3404 cragmont dr,3404 cragmont dr
2688,91435.0,1.0,joshua a halpern md pa,joshua a halpern md pa,4214 n habana ave,4214 n habana ave
2445,90997.0,1.0,largo family restaurant inc,largo family restaurant,788 missouri ave n,788 missouri ave n
2633,62796.0,1.0,avian & animal hospital llc,avian & animal hospital,11405 starkey rd,11405 starkey rd
95499,88972.0,1.0,enter motors group inc,enter motors group,725 lebanon pike,725 lebanon pike
3490,38558.0,1.0,golden city gymnastics llc,golden city gymnastics,930 lithia pinecrest rd,930 lithia pinecrest rd
95489,88972.0,1.0,enter motors group inc,enter motors group,725 lebanon pike,725 lebanon pike
2314,93197.0,1.0,green thumb nursery inc,green thumb nursery,6913 sheldon rd,6913 sheldon rd
2337,58894.0,1.0,depot granite marble & tile inc,depot granite marble & tile,2200 22nd st n,2200 22nd st n
95471,83780.0,1.0,eastside music supply llc,eastside music supply,2915 gallatin pike,2915 gallatin pike
2386,74387.0,1.0,cycle brewing inc,cycle brewing,534 central ave,534 central ave
2047,14501.0,1.0,wild rover brewing company llc,wild rover brewing company,13921 lynmar blvd,13921 lynmar blvd
2046,86841.0,1.0,moon mountain llc,moon mountain,210 s kings ave ste j,210 s kings ave ste j
95709,42553.0,1.0,seafood sensation inc,seafood sensation,2719 jefferson st ste e,2719 jefferson st ste e
89074,2508.0,1.0,gossage jewelers inc,gossage jewelers,5302 charlotte ave,5302 charlotte ave
14595,43401.0,1.0,pro auto care inc,pro auto care,11207 sheldon rd,11207 sheldon rd
14285,18464.0,1.0,best services inc,best services,22005 us hwy 19 n,22005 us hwy 19 n
14044,74635.0,1.0,chopstick express inc,chopstick express,3946 4th st n,3946 4th st n
14058,76670.0,1.0,west park animal hospital llc,west park animal hospital,11659 countryway blvd,11659 countryway blvd
14075,30727.0,1.0,rick silverman pa,rick silverman pa,311 s brevard ave,311 s brevard ave
14076,30727.0,1.0,rick silverman pa,rick silverman pa,311 s brevard ave,311 s brevard ave
14093,2013.0,1.0,new tampa karate llc,new tampa karate,10012 cross creek blvd,10012 cross creek blvd
16201,2013.0,1.0,new tampa karate llc,new tampa karate,10012 cross creek blvd,10012 cross creek blvd
14201,31381.0,1.0,sunshine state garage inc,sunshine state garage,407 n 22nd st,407 n 22nd st
14146,73378.0,1.0,victory auto mall llc,victory auto mall,10227 causeway blvd,10227 causeway blvd
14215,11242.0,1.0,mang plastic surgery llc,mang plastic surgery,3325 w gandy blvd,3325 w gandy blvd
14329,21235.0,1.0,wicked sports inc,wicked sports,2136 w busch blvd,2136 w busch blvd
13931,78085.0,1.0,comfort central inc,comfort central,9420 lazy ln ste a4,9420 lazy ln ste a4
89024,77495.0,1.0,german motorworks llc,german motorworks,901 6th ave s,901 6th ave s
14356,23567.0,1.0,ve motors inc,ve motors,1913 foggy ridge pkwy,1913 foggy ridge pkwy
14358,23567.0,1.0,ve motors inc,ve motors,1913 foggy ridge pkwy,1913 foggy ridge pkwy
14362,44196.0,1.0,whiskey willy's inc,whiskey willy's,8020 w hillsborough ave,8020 w hillsborough ave
14383,52468.0,1.0,florida museum of photographic arts inc,florida museum of photographic arts,400 n ashley dr,400 n ashley dr
